sinal_i;dt;lado;preco_ordem;hora;leque;range_gatilho;ativou;entrada;saida_i;motivo;ticks;ticks_bruto;parcial;barras;R;usd;data
259;2026-05-06 05:32:47;long;4629,365;5;1090,5967317396971;367,0000000000073;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
289;2026-05-06 06:36:18;long;4643,95;6;1096,2131456460156;294,00000000005093;True;4643,62;290;breakeven;300,0;300,0;True;1;1,0;3,0;2026-05-06
296;2026-05-06 06:52:02;long;4645,305;6;1026,2181882972072;271,00000000000364;True;4645,305;305;alvo;300,0;300,0;True;9;1,0;3,0;2026-05-06
480;2026-05-06 12:17:37;long;4696,094999999999;12;1002,4371982450248;286,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
492;2026-05-06 12:32:44;long;4698,695;12;859,1161725936217;460,99999999996726;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
502;2026-05-06 12:46:39;long;4696,5599999999995;12;775,5922476574597;417,99999999993815;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
507;2026-05-06 12:53:49;long;4698,805;12;668,0979268380725;225,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
515;2026-05-06 13:04:49;long;4700,735;13;642,1605697301857;390,99999999998545;True;4700,735;518;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-06
519;2026-05-06 13:11:30;long;4697,62;13;527,1991082370732;321,9999999999345;True;4697,62;524;alvo;300,0;300,0;True;5;1,0;3,0;2026-05-06
661;2026-05-06 16:03:04;short;4690,1849999999995;16;337,8397369790946;276,9999999999527;True;4690,1849999999995;663;breakeven;300,0;300,0;True;2;1,0;3,0;2026-05-06
671;2026-05-06 16:12:47;short;4679,674999999999;16;444,0954438866356;252,99999999997453;True;4679,79;673;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-06
675;2026-05-06 16:17:12;short;4685,66;16;286,7157741228766;252,00000000004366;True;4686,79;677;alvo;300,0;300,0;True;2;1,0;3,0;2026-05-06
705;2026-05-06 16:47:56;long;4694,555;16;455,22257693764914;368,99999999996;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-06
815;2026-05-06 18:55:28;short;4692,975;18;438,9815410760093;171,00000000000364;True;4693,17;818;alvo;300,0;300,0;True;3;1,0;3,0;2026-05-06
1323;2026-05-07 12:19:59;short;4736,24;12;234,9167270147518;185,99999999996726;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1454;2026-05-07 16:02:47;long;4741,655000000001;16;351,9592910384745;281,00000000004;True;4741,18;1456;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-07
1491;2026-05-07 16:46:28;long;4745,334999999999;16;393,1704335956056;578,9999999999964;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
1494;2026-05-07 16:49:08;long;4742,215;16;266,0091035770165;332,9999999999927;True;4741,8;1496;breakeven;300,0;300,0;True;2;1,0;3,0;2026-05-07
1557;2026-05-07 18:04:17;long;4759,025;18;539,5155876321041;232,99999999999272;True;4759,025;1559;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-07
1560;2026-05-07 18:07:58;long;4757,37;18;481,493723533913;244,00000000005093;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-07
2017;2026-05-08 06:25:07;long;4718,045;6;166,35539095068452;219,00000000005093;True;4718,045;2019;alvo;300,0;300,0;True;2;1,0;3,0;2026-05-08
2215;2026-05-08 12:35:29;long;4712,46;12;56,38043886510786;560,0000000000364;True;4712,46;2217;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-08
2229;2026-05-08 13:05:33;short;4713,335;13;202,65151259654886;195,00000000007276;True;4713,335;2232;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-08
2234;2026-05-08 13:18:00;short;4718,235000000001;13;91,08553723563091;160,99999999996726;True;4718,27;2236;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-08
2249;2026-05-08 13:52:54;long;4719,785;13;301,16125803251634;398,9999999999782;True;4719,785;2251;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-08
2252;2026-05-08 13:58:08;long;4717,775;13;240,64244834662532;340,99999999998545;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2335;2026-05-08 16:01:04;long;4722,9400000000005;16;407,3616453059003;488,0000000000109;True;4722,9400000000005;2336;breakeven;300,0;300,0;True;1;1,0;3,0;2026-05-08
2452;2026-05-08 18:08:05;short;4719,5650000000005;18;509,0432500224779;291,0000000000764;True;4719,5650000000005;2454;alvo;300,0;300,0;True;2;1,0;3,0;2026-05-08
2455;2026-05-08 18:12:24;short;4716,975;18;482,1943998378629;575,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2472;2026-05-08 18:30:44;short;4711,16;18;722,5059361985586;680,0000000000182;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-08
2479;2026-05-08 18:38:44;short;4712,975;18;560,6264067507254;302,99999999997453;True;4713,02;2482;alvo;300,0;300,0;True;3;1,0;3,0;2026-05-08
2791;2026-05-11 05:33:27;short;4694,04;5;179,39418449650475;260,0000000000364;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2814;2026-05-11 06:08:24;short;4683,465;6;352,1997485976499;372,99999999995634;True;4683,89;2816;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-11
2818;2026-05-11 06:16:10;short;4686,76;6;259,6232889687599;347,99999999995634;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
2821;2026-05-11 06:21:33;short;4686,78;6;219,76955333784645;389,9999999999636;True;4686,78;2822;breakeven;300,0;300,0;True;1;1,0;3,0;2026-05-11
3000;2026-05-11 12:09:39;short;4668,264999999999;12;148,81531289711347;321,00000000000364;True;4668,264999999999;3004;alvo;300,0;300,0;True;4;1,0;3,0;2026-05-11
3019;2026-05-11 12:48:00;short;4663,155;12;507,1617885880187;317,0000000000073;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-11
3266;2026-05-11 18:43:00;long;4729,76;18;214,28760857406814;323,9999999999782;True;4729,76;3268;stop;-300,0;-300,0;False;2;-1,0;-3,0;2026-05-11
3270;2026-05-11 18:48:21;long;4728,205;18;120,59091110068039;225,0;True;4728,08;3273;alvo;300,0;300,0;True;3;1,0;3,0;2026-05-11
3539;2026-05-12 05:02:22;short;4729,785;5;1012,481547713287;240,99999999998545;True;4729,785;3542;alvo;300,0;300,0;True;3;1,0;3,0;2026-05-12
3546;2026-05-12 05:13:47;short;4732,629999999999;5;819,3733803506802;261,9999999999891;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3553;2026-05-12 05:27:11;short;4728,195;5;725,8728546805287;347,00000000002547;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3571;2026-05-12 05:53:47;short;4731,965;5;427,75319072507045;280,99999999994907;True;4731,965;3576;breakeven;300,0;300,0;True;5;1,0;3,0;2026-05-12
3584;2026-05-12 06:16:46;short;4730,58;6;269,15143296291717;289,9999999999636;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3786;2026-05-12 12:27:11;short;4700,255;12;57,02435792491087;335,0000000000364;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3800;2026-05-12 12:51:38;short;4700,645;12;86,44281821952973;225,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-12
3813;2026-05-12 13:18:42;long;4700,09;13;77,72825980773632;269,9999999999818;True;4700,09;3815;alvo;300,0;300,0;True;2;1,0;3,0;2026-05-12
3959;2026-05-12 16:44:42;short;4700,04;16;144,06711574874862;292,0000000000073;True;4700,04;3961;breakeven;300,0;300,0;True;2;1,0;3,0;2026-05-12
3971;2026-05-12 16:55:29;short;4690,49;16;217,7935666221856;557,9999999999927;True;4690,49;3973;alvo;300,0;300,0;True;2;1,0;3,0;2026-05-12
4041;2026-05-12 18:08:22;short;4671,97;18;759,6447512092709;489,9999999999636;True;4671,97;4044;alvo;300,0;300,0;True;3;1,0;3,0;2026-05-12
4070;2026-05-12 18:35:40;short;4661,805;18;1036,2865035836876;494,9999999999818;True;4661,805;4073;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-12
4393;2026-05-13 05:06:33;short;4705,129999999999;5;432,65548250174106;338,0000000000109;True;4705,129999999999;4394;breakeven;300,0;300,0;True;1;1,0;3,0;2026-05-13
4403;2026-05-13 05:28:22;short;4701,17;5;501,11415235523964;579,9999999999272;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4432;2026-05-13 06:15:33;short;4692,780000000001;6;666,947125778006;348,0000000000473;True;4693,02;4435;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-13
4627;2026-05-13 12:48:20;short;4693,995;12;428,69700740247936;193,0000000000291;True;4694,06;4628;stop;-300,0;-300,0;False;1;-1,0;-3,0;2026-05-13
4630;2026-05-13 12:54:53;short;4697,42;12;312,72322559680106;171,99999999993452;True;4697,83;4633;stop;-300,0;-300,0;False;3;-1,0;-3,0;2026-05-13
4758;2026-05-13 16:09:23;short;4687,24;16;270,88558497443955;385,99999999996726;True;4687,24;4762;stop;-300,0;-300,0;False;4;-1,0;-3,0;2026-05-13
4788;2026-05-13 16:43:39;short;4681,9;16;404,04011020054895;300,0;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4865;2026-05-13 18:07:11;long;4683,885;18;43,95882322551188;356,9999999999709;False;;-1;abortada;0,0;0,0;False;0;0,0;0,0;2026-05-13
4901;2026-05-13 18:54:52;long;4695,625;18;582,6031390429307;204,99999999992724;True;4695,625;4906;alvo;300,0;300,0;True;5;1,0;3,0;2026-05-13
5173;2026-05-14 05:05:12;short;4692,4349999999995;5;231,81124471639123;294,9999999999818;True;4692,81;5175;breakeven;300,0;300,0;True;2;1,0;3,0;2026-05-14
5209;2026-05-14 06:05:14;short;4687,055;6;215,14023868385266;360,99999999996726;True;4687,055;5211;alvo;300,0;300,0;True;2;1,0;3,0;2026-05-14
5217;2026-05-14 06:17:53;short;4685,33;6;309,2741757708609;184,00000000001455;True;4685,33;5220;alvo;300,0;300,0;True;3;1,0;3,0;2026-05-14
5224;2026-05-14 06:28:47;short;4691,925;6;188,34515911976268;264,9999999999636;True;4691,925;5226;alvo;300,0;300,0;True;2;1,0;3,0;2026-05-14
5418;2026-05-14 12:10:36;short;4695,675;12;249,69666258675716;506,9999999999709;True;4695,675;5425;alvo;300,0;300,0;True;7;1,0;3,0;2026-05-14
